GIS_X좌표,GIS_Y좌표,경도,위도
204100.81,545083.33,127.04744627240684,37.95844157232523
203234.75,545440.21,127.03759312574145,37.961660236222414
205613.47,546079.2,127.0646661955651,37.967405657401265
209742.6,540579.98,127.11158246901259,37.91782699115668
202563.7996,545936.3183,127.02995990819602,37.966131903272185
208951.4024,543309.796,127.10261822589696,37.94242882296771
201816.9328,546800.8373,127.02146268228478,37.97392232913713
203483.76,547521.66,127.0404365775065,37.980411658019435
204515.56,547408.54,127.05218001513506,37.97938806196579
204892.93,544633.61,127.05645662443467,37.9543860560141
202088.82,546728.89,127.02455687845196,37.97327357244736
204910.19,545579.67,127.05665938176598,37.962909280916875
202273.4256,548053.8002,127.02666196004546,37.985209587847514
203385.34,546894.5,127.0393134464066,37.97476178188091
204800.25,544629.83,127.05540207109927,37.95435248845626
202778.48,544255.14,127.03239662844284,37.950985081384005
202526.51,544429.2,127.02953039824719,37.95255395562652
204920.6407,544217.2664,127.05676911278242,37.95063494959027
202947.86,546216.81,127.03433163273704,37.96865779042739
202574.16,546857.1,127.0300810214961,37.9744274384803
204729.25,541787.9999,127.05457581658852,37.92874994473045
203835.85,547277.94,127.0444428527222,37.97821453073013
204651.2903,545866.7823,127.05371506781962,37.96549729642595
203544.82,545052.69,127.04111962851033,37.95816782676149
203641.19,544039.64,127.04221116563525,37.94904059469616
203019.13,543015.06,127.03512957148986,37.93981207834642
203681.22,546219.68,127.04267755603921,37.96868102416525
202378.15,546466.49,127.02784892383961,37.970908852175626
209317.76,543286.02,127.10678571771892,37.9422109639086
203554.94,546651.22,127.04124253642895,37.97256937433634
207488.72,543962.06,127.08598501690408,37.94831837784179
203887.42,543874.32,127.0450117313324,37.94755017623504
209553.5052,541228.5226,127.10944052159888,37.92367191264783
204080.06,547111.89,127.0472214858849,37.976717498129126
203351.7218,546990.2159,127.03893126464635,37.97562423297829
203845.32,544419.69,127.04453561862306,37.95246374987796
204809.41,545571.84,127.0555125060007,37.96283927009552
204668.7617,546000.1043,127.05391474355432,37.96669834143963
203200.38,543818.74,127.03719495637058,37.94705206822592
204711.86,547345.82,127.0544139013197,37.97882201887926
202776.7,546545.44,127.03238500727113,37.97161903120691
204870.5023,544814.5261,127.05620264632694,37.956016099120426
205942.4924,543290.5595,127.06838775349127,37.94227994236805
210000.98,540836.96,127.11452444145804,37.92013942331176
202484.53,544560.82,127.02905319690915,37.953739870896115
205703.6512,544497.8558,127.06568008050668,37.9531583403134
201980.64,546576.47,127.0233252667037,37.97190061570508
204574.9287,545879.1641,127.05284615951054,37.96560922959442
205139.59,544500.53,127.05926222455804,37.95318575688236
203861.2788,547095.4568,127.04473131583413,37.976570388066094
205235.818,544145.5787,127.06035455507563,37.949987356286556
204678.05,544248.88,127.05400921831425,37.95092102902146
203459.47,544754.58,127.04014704594175,37.955482392450854
201856.2245,547226.9097,127.02191092963416,37.977760847057965
204342.6142,546217.0803,127.0502044535766,37.96865472955607
204032.57,545737.29,127.04667338967356,37.96433357778488
205125.8948,547139.8778,127.05912496970731,37.97696442188923
204702.2267,546560.1888,127.054299188711,37.97174411879942
202288.86,544916.83,127.02682794972077,37.95694776630757
201888.12,547060.03,127.02227353406283,37.97625732228639
204045.81,545785.01,127.04682432099865,37.964763442213666
205626.0079,543976.9786,127.06479263301486,37.94846608595691
,,,
203185.9725,546685.8828,127.03704347695255,37.97288300293907
204846.64,545034.76,127.05593259445565,37.958000373791826
204871.72,544248.08,127.05621271897593,37.950912818207435
205069.89,544820.45,127.05847140401735,37.95606839315793
204147.7254,547028.3087,127.04799115274159,37.97596419158254
208954.685,541671.76,127.10263535557372,37.92767122692981
204226.34,547259.7,127.0488872439424,37.97804849686328
201975.19,546309.37,127.02326253164794,37.969494253298464
202956.6384,544369.8515,127.03442411226277,37.95201800146973
202230.96,545246.45,127.02617012276,37.959917545228684
201878.15,546415.81,127.02215843602839,37.97045339807579
202846.28,545125.28,127.03317139504736,37.958824216339224
205537.29,545203.83,127.06379259519203,37.95951967599874
205987.294,545291.2394,127.06891389036316,37.96030435004157
208962.3306,543095.6183,127.10273990232005,37.940499126262765
204807.8655,545804.6811,127.05549646549414,37.96493700631691
204761.88,545300.15,127.05496986611591,37.9603917876773
204076.22,541980.43,127.04714918351914,37.93048672318658
204316.48,542974.005,127.04988788036451,37.939437061932075
202267.48,545464.71,127.02658635271109,37.96188382225108
205082.91,545412.18,127.05862367752945,37.961399380684064
202309.97,545678.11,127.02707052611461,37.963806297340184
205076.45,544661.79,127.05854494168403,37.95463894433817
204885.8349,546968.1891,127.05639154057067,37.975418941371984
202585.0743,548004.3133,127.03020926127091,37.98476293717206
202441.18,544831.9,127.02856085241612,37.95618222246719
204413.83,546005.01,127.05101363344349,37.966743794147874
204102.86,541924.63,127.04745188709174,37.92998388515691
202887.89,545245.38,127.03364534029383,37.95990610243974
202442.63,546991.2,127.02858448736318,37.97563593332964
203333.5232,546534.6494,127.03872206758327,37.97151998326118
205972.78,542040.2563,127.06872205995009,37.931015378103936
207561.08,543439.23,127.08680282940654,37.94360745648221
202803.17,543947.88,127.03267637394634,37.94821681171777
202403.2789,544733.0612,127.02812927566453,37.95529185385043
202737.7689,543950.7996,127.03193230218368,37.94824330985461
203429.02,544819.16,127.03980087739792,37.956064325192514
206183.9264,542703.0839,127.0711293872101,37.93698560350933
205005.7249,545261.973,127.05774433768798,37.96004654761932
202015.7792,546476.6618,127.02372491079609,37.971001342837354
204096.77,545206.08,127.04740098983713,37.9595474791153
208604.61,540976.85,127.09864535598452,37.92141391294322
204790.81,545137.24,127.05529799332027,37.958923936578515
203529.2432,547876.6358,127.04095598652928,37.98360954894218
205233.3386,545990.2698,127.06033959504725,37.96660670371536
205553.05,546479.99,127.06398166384201,37.97101684556551
203855.42,547538.4,127.04466696876636,37.98056099767288
204803.89,544286.08,127.0554412244417,37.95125552730446
203951.6802,544046.6807,127.04574375742696,37.94910275212556
203261.91,547357.65,127.03791071020976,37.97893485942788
203800.56,544174.46,127.04402507251672,37.95025458670539
204592.28,544841.84,127.05303708847309,37.956263606117076
202027.7781,545500.6338,127.02385880434345,37.962208018894316
202696.3,546961.59,127.03147151127037,37.97536846996956
205758.2949,544620.5203,127.06630278546474,37.954263118925965
204679.6,544471.77,127.05402828254215,37.95292910133677
204005.0065,545634.3928,127.04635916170514,37.96340666900996
204532.18,545034.08,127.05235443656406,37.957995847491866
202266.73,547272.84,127.02658335272457,37.97817374246411
205818.9565,544348.6349,127.0669908284309,37.951813244128715
202857.9555,544397.3672,127.03330142427761,37.952266206906266
202468.84,547174.96,127.02888340946723,37.97729140463567
204464.85,547416.45,127.05160288101551,37.97945957218769
202295.43,545559.22,127.02690469785063,37.962735220645165
205249.7501,544634.1145,127.06051658631604,37.9543886359361
205536.215,543883.6927,127.06377032765093,37.94762619081337
205356.0027,544750.1637,127.06172639916532,37.955433543642094
204905.3824,545058.6256,127.05660116853595,37.95821507466605
202156.24,546711.95,127.02532414195335,37.973120802937075
204811.8613,544829.9135,127.05553550601799,37.95615503667985
202794.65,547634.73,127.03259342838844,37.981432665947096
204215.53,543166.28,127.04874059505096,37.94116979265547
203231.487,545361.915,127.03755565055975,37.96095486638033
203684.08,547507.36,127.04271658491099,37.980282049644806
204680.19,545527.63,127.05404176718086,37.96244163568446
204032.7976,547476.2436,127.04668557441403,37.98000025779172
203026.93,545551.79,127.03522874068088,37.962666192114106
203071.3775,544727.0504,127.03573108315729,37.95523573683935
204422.6917,546378.179,127.0511167411621,37.97010572929655
203337.08,543467.56,127.0387486017241,37.94388770070298
203213.36,547467.73,127.03735859822943,37.97992676697465
205419.5207,543841.2793,127.06244236686052,37.94724477079303
203366.03,547372.92,127.03909586977684,37.97907205819242
202457.8,544525.86,127.02874894487834,37.95342497693125
202357.41,545994.74,127.02761138432895,37.96665878412733
204179.1472,544991.4347,127.04833712984052,37.9576133106751
203796.2312,544186.4844,127.04397588378188,37.950362935808585
208940.03,540513.49,127.10245440783106,37.91723614113371
205287.5174,543770.2475,127.06094004162114,37.946605592209806
202586.33,545706.5,127.03021549834362,37.9640613458821
202557.2982,544412.8126,127.02988064618921,37.952406232913575
202439.321,547324.3316,127.02854792616547,37.978637208424665
202134.21,545624.01,127.02507028786346,37.9633193128334
202768.4,545556.196,127.03228682876532,37.96270669278917
201920.77,546460.64,127.02264359498334,37.9708571972546
207243.36,543837.28,127.08319225703755,37.947196169204496
203511.55,547202.4,127.0407513578683,37.97753526052992
207269.1993,543329.1495,127.08348114801608,37.94261806807964
201883.12,547088.82,127.02221669911945,37.97651670870804
202454.03,545040.1259,127.02870775662913,37.9580581547659
203759.48,544717.24,127.04356046936066,37.95514481593622
208729.51,540963.09,127.1000656874651,37.92128876393945
202771.51,546113.16,127.03232431417325,37.96772452249397
204500.47,544970.14,127.05199322312625,37.95741994947993
205228.84,546097.95,127.06028917381131,37.96757684859593
202490.01,545639.0,127.02911918172067,37.96345348212251
203903.47,545042.96,127.04520056592476,37.95807872257481
208862.04,540824.51,127.10157126714022,37.92003897995121
204801.44,544667.92,127.05541586177775,37.954695645872306
205163.59,545001.27,127.05953884356991,37.95769693028135
203522.5749,547585.8515,127.04087868465876,37.98098982803676
203699.96,545161.3,127.04288547671095,37.95914571733643
202176.08,547274.82,127.0255515945919,37.97819179597086
203202.54,547059.29,127.03723366134206,37.97624706654076
202671.1295,548099.8761,127.03118916197654,37.985623642404335
203063.61,544581.98,127.03564209784633,37.953928781778465
203450.54,544812.42,127.04004570945919,37.95600352272542
203246.43,544838.35,127.0377233750553,37.956237870741
205004.46,542748.06,127.05771269619525,37.93739797744298
203064.7927,545252.8048,127.0356583507965,37.95997242787055
201904.12,546644.46,127.02245457612028,37.9725133133751
203915.4667,545691.0793,127.04534054158916,37.963917756859956
206684.2885,543166.7285,127.0768255070864,37.94115921459868
202460.7623,545239.0143,127.02878502378908,37.95984997828497
203745.44,545419.0,127.04340430731664,37.96146722481279
203790.18,543763.02,127.04390484491512,37.94654784510893
205322.0185,544187.007,127.0613356026863,37.95036010145601
203603.73,547025.34,127.04179965532303,37.975939728063274
205911.0975,544111.8526,127.06803726427145,37.94967941642179
208900.16,540774.52,127.10200418794103,37.919588234372114
203409.95,547174.19,127.03959484167994,37.977281489419276
204305.01,546209.89,127.04977646151436,37.96859012652592
204345.4489,544302.6967,127.0502253251356,37.95140750614108
202974.56,544191.22,127.03462729876728,37.950408601082344
202244.0022,545492.3432,127.02631927482288,37.96213283394438
204547.4753,547281.0168,127.05254248074708,37.97823901704628
207302.11,543489.63,127.08385716439071,37.94406362302007
208825.6287,543633.4469,127.10119132297002,37.94534590842651
208127.408,543591.2122,127.09324735917052,37.94497186330109
203100.26,545640.86,127.03606357127416,37.963468406088936
204666.9182,547348.4011,127.05390239305763,37.97884550148063
204332.3863,543080.56,127.05006945957118,37.9403969741411
204610.0225,543249.9137,127.05322892054384,37.941921388068096
204754.55,545020.16,127.0548846326104,37.95786931815781
208536.44,541417.03,127.09787522702852,37.9253802739478
204036.25,546568.5,127.04671985627736,37.971822151992015
201682.9916,547068.6094,127.01993887502267,37.97633500474241
201803.5518,546455.5848,127.0213095561534,37.970811885463455
203491.79,543786.5,127.04051018557375,37.946760556930876
208085.522,543863.5327,127.09277386812852,37.94742564788793
204677.3533,543080.9845,127.05399381033803,37.94039911445444
204925.58,544885.52,127.05682982289709,37.95665541022653
204154.87,544100.54,127.04805582549608,37.949587094986484
203147.07,544145.43,127.03658984492183,37.94999549714018
203299.1326,547465.428,127.03833486113804,37.97990572631084
204657.48,543988.99,127.05377352248348,37.94857970845227
202137.96,545406.3,127.02511233400129,37.96135789507337
202364.28,545356.35,127.02768752532786,37.96090733736864
204462.46,544030.09,127.05155497801718,37.94895095458657
202250.85,547035.07,127.02640188629393,37.9760316509857
202913.49,545988.11,127.03393958373594,37.96659747969954
205133.92,544222.57,127.05919575400527,37.950681567068735
205808.8382,544288.9534,127.06687522853089,37.951275620389616
203173.3432,546691.0527,127.0368997649368,37.972929623199256
203886.28,546996.1,127.04501534123081,37.97567515280657
203849.86,545303.88,127.04459192416843,37.96042964816904
203450.54,544812.42,127.04004570945919,37.95600352272542
202351.45,545863.04,127.02754314059099,37.96547227843133
204015.5613,546889.8783,127.0464861667127,37.974717621560494
203001.15,545316.713,127.03493441928747,37.960548402389996
203015.3695,546947.1192,127.03510291196157,37.97523711860279
202363.72,545668.12,127.02768214896815,37.96371616034678
204424.7413,546539.5354,127.05114104500944,37.97155942108231
203309.9809,544410.194,127.03844455584569,37.952380266189316
203369.6964,547323.1989,127.03913737210893,37.97862409513061
204112.8,541912.6,127.04756488111516,37.92987545883379
205389.5,542650.55,127.06209201577659,37.93651730702992
208285.6218,541573.6641,127.09502428636924,37.92679374136216
203285.12,545296.82,127.03816565894832,37.96036821909109
207334.19,543351.49,127.08422073017493,37.94281882304426
207117.5433,543290.4743,127.08175547816138,37.94227082057472
204036.85,542632.13,127.04670496273997,37.936358268085804
202924.25,544574.63,127.03405641676606,37.953863012519584
202877.5124,543475.8935,127.03352034018789,37.943964317185944
201878.81,545855.43,127.02216453444251,37.9654047840901
202994.16,547040.97,127.0348619007418,37.97608271288864
205672.09,546488.25,127.06533649044287,37.97109053507131
202869.62,543501.97,127.03343065335802,37.94419927263343
203870.761,547727.7955,127.04484258598468,37.98226724370823
202783.85,543815.44,127.03245606599957,37.947023678401614
203806.39,543770.81,127.04408930590864,37.9466179609802
201990.41,546243.48,127.02343556652957,37.968900600751866
203932.4635,542202.7831,127.0455152209536,37.93249059601482
202927.2,545255.31,127.03409268911311,37.959995441626916
205255.1812,546616.1508,127.06059268173878,37.972245303803874
207920.5686,543747.1341,127.09089590935685,37.94637841957259
207455.89,543721.38,127.08560903185685,37.946150289585376
203465.94,544738.86,127.04022058950743,37.9553407423188
203489.15,544975.25,127.04048580490974,37.957470359513074
202864.2648,543634.395,127.03337024414895,37.94539234585205
206466.4441,543538.0632,127.07435058344383,37.94450623935008
202086.25,545385.22,127.02452385397993,37.96116809598639
202445.22,545211.84,127.02860807787589,37.959605198279185
204793.19,544592.51,127.05532149611292,37.95401629871967
202785.29,545268.79,127.03247794120217,37.96011732250239
204642.32,545581.69,127.05361117288784,37.96292886843784
204043.912,542201.3918,127.04678291684978,37.93247758071581
203573.11,545785.55,127.0414451065665,37.96477025510196
202597.98,547479.42,127.03035431548086,37.98003400973462
207494.43,543738.43,127.0860476731055,37.946303583881736
204757.1,545010.37,127.05491358447127,37.957781104158556
205158.77,544373.68,127.05947955653494,37.95204282167342
205772.09,545880.77,127.0664697442158,37.96561696671772
204946.5053,547397.8079,127.05708497253285,37.97928915974333
208873.2428,541537.172,127.10170738400944,37.926459473208126
204119.0198,544867.3846,127.04765226145147,37.956495978665885
203964.48,547119.4053,127.0459060396544,37.97678570891232
203211.8874,543794.8263,127.0373257719879,37.946836582833576
201844.87,546224.64,127.02177921500942,37.96873116291252
204347.5197,545007.0949,127.05025307736182,37.95775362005123
208470.4744,541457.9369,127.09712543216187,37.9257494290964
202420.6967,548091.9854,127.02833846155039,37.98555323737005
204383.1912,546451.9364,127.0506676449183,37.97077041748626
205449.5473,544690.1307,127.06279033103175,37.95489214009168
202661.0007,545957.817,127.03106613256476,37.966325318348396
203332.73,543493.87,127.03869923311571,37.94412475107977
203121.5412,545140.803,127.03630361801999,37.95896318340539
205151.03,545175.58,127.05939715942846,37.9592674077261
203100.7227,547099.2191,127.03607499193706,37.97660714385188
202769.77,545002.79,127.03230033853691,37.95772090046067
203732.5,546602.31,127.04326309281919,37.97212803205927
202246.44,545422.75,127.02634680446927,37.961505843784
205414.645,544238.9586,127.06238985087579,37.9508276080661
202215.71,546430.75,127.02600013283084,37.970587260181986
203973.8974,546881.9339,127.04601193394544,37.97464622869043
204137.91,545130.73,127.04786869392561,37.958868446620116
202617.0835,546780.9235,127.0305692747916,37.973741025301116
202423.22,547374.89,127.02836483181213,37.9790927435861
203224.84,543851.76,127.03747338363335,37.947349470546186
203665.23,545290.16,127.0424909321378,37.960306791049355
203924.63,546577.15,127.04544957125954,37.97190056316072
204760.06,544394.86,127.05494325008237,37.952235785081875
203445.82,545562.55,127.03999552759562,37.962761670089314
204404.7202,545787.5875,127.0509086515529,37.96478502035486
203502.31,543890.19,127.04063036654566,37.9476946912094
210956.48,549169.67,127.12551734486634,37.995200055671134
211410.6477,549618.8044,127.13069488770562,37.999240832993394
211978.1414,548276.627,127.13713358102525,37.987141611760194
210991.88,548950.3,127.12591701700985,37.99322328079073
211483.64,548155.54,127.1315026493846,37.98605706734172
211880.2407,550038.4151,127.13604814050836,38.00301519325684
211314.7947,548785.2734,127.12959053860885,37.99173257712916
211181.35,550050.96,127.12809100805511,38.0031370444265
213465.5101,550824.3322,127.15411212540948,38.010073630099924
211934.16,547393.06,127.13661833917277,37.97918193960113
212383.84,548208.57,127.14175056036616,37.98652305744784
212065.4357,548098.932,127.13812430141869,37.985539569916305
212233.14,548524.26,127.1400404738611,37.98936920728791
212074.2742,551259.575,127.13827777010688,38.01401429373686
212987.35,548189.39,127.14862002777873,37.986341871111904
213683.31,549958.07,127.1565757201196,38.002266078500575
210739.62,549125.5,127.12304785713813,37.994804695600116
212221.2993,548681.19,127.1399083402465,37.990783180734674
213312.5341,547796.4204,127.15231437524717,37.98279683849061
214455.5397,549545.4575,127.16535968787724,37.99853685911643
214831.8596,549557.7472,127.16964432043287,37.99864153353577
212809.65,549201.84,127.14661521853536,37.99546575046119
212047.78,550850.95,127.1379692481951,38.010333270720864
212254.2,547891.96,127.14026948478556,37.983672399973855
211165.1,547580.78,127.12786782052957,37.980882877828876
212776.3701,550189.5084,127.14625382849711,38.00436430852009
211480.67,549216.86,127.13148570708329,37.99561875796633
212203.49,547687.66,127.13968881943907,37.981832496084564
211071.91,547921.2754,127.12681232499703,37.98395161128284
211548.25,547150.32,127.13222204599147,37.97700000157505
212547.77,548978.62,127.1436299717347,37.993458356876694
210741.07,547922.52,127.12304648797358,37.98396677460291
212568.2119,549692.5986,127.14387511605044,37.9998904479282
212720.68,549978.84,127.14561603548206,38.00246713669585
211203.97,548641.22,127.12832668659166,37.99043613666716
215430.2282,552688.2927,127.17652375108827,38.026835172001135
214941.6271,550094.8378,127.17090514674715,38.00347848478838
211659.7787,548400.4871,127.13351159438663,37.98826161564055
211770.9,549916.12,127.13480123158787,38.00191483077745
211609.0931,550324.8072,127.13296555382826,38.00559884368731
211820.6635,548390.9383,127.13534284941377,37.98817351935566
211920.1424,549617.0565,127.13649549023255,37.99921857270705
211364.4647,548695.7482,127.13015456917644,37.99092540899419
212549.5644,551947.3362,127.1437020331779,38.02020402896122
211459.85,547612.1,127.13122323015143,37.98116139580828
210659.0823,549580.3329,127.12213769426911,37.99890332096559
214544.8659,552566.4239,127.16643761787316,38.025751812763275
215279.26,550827.75,127.17476486878374,38.01007581365989
211924.64,550640.16,127.13656359684651,38.008435844396026
213649.32,550361.32,127.15619635654545,38.005899539265144
211938.5423,549504.1465,127.13670310731781,37.998201103982574
211866.23,550610.71,127.13589802785728,38.00817128578372
212585.71,550391.52,127.14408652375148,38.006186918903
213787.5037,550938.3409,127.15778075995257,38.011095939645685
211004.7704,549219.7082,127.12606786651381,37.99565027919943
212398.7197,550874.2208,127.14196572111125,38.010538217579565
211079.3827,549199.1249,127.12691697575777,37.995463937636984
211382.74,547867.63,127.13034956696019,37.98346448671887
211831.95,547589.28,127.13545820064512,37.98095105966388
211667.95,550196.87,127.13363363364655,38.004445482842065
215663.57,551731.89,127.17916055398503,38.01821482155601
212250.0988,548617.5436,127.14023510721708,37.990209391068525
212371.24,548638.07,127.14161449007625,37.99039268339855
214331.53,551427.78,127.16398525649073,38.01549698178597
211977.0549,548918.092,127.1371318494675,37.992920717498045
210700.5753,547990.603,127.1225865560947,37.9845806247012
212133.95,548403.37,127.13890930979922,37.98828140818292
212571.32,549587.38,127.14390866973186,37.99894247066097
211047.74,548213.47,127.12654167084042,37.98658434908921
212436.3137,548104.576,127.14234608316669,37.985585439919845
211305.88,550425.32,127.12951472764722,38.00650818968251
213047.1177,551789.3667,127.14936546224966,38.01877386994401
211500.61,550351.06,127.1317307778947,38.00583673391946
211116.0604,548551.451,127.12732456835032,37.98962846327121
211255.11,549941.02,127.12892910172302,38.00214566725154
212032.92,549141.44,127.13777154420725,37.994932169752055
212993.95,548607.17,127.1487026740626,37.99010564327597
213657.35,551378.33,127.1563070483653,38.01506183357011
212740.04,548297.7,127.14580679186835,37.98732114506722
212118.6093,550351.893,127.13876738511979,38.00583623829174
216092.5551,550141.3759,127.18401030429987,38.00387815298879
211278.1648,548739.7999,127.12917283733678,37.991323350137705
210966.5,549562.06,127.12563737337183,37.99873505581738
212829.35,550031.24,127.14685423592783,38.00293769571889
213232.59,548372.54,127.15141496739295,37.987988383479035
211035.1578,550374.4386,127.1264314545536,38.00605310363952
214698.3468,550716.1818,127.16814789571268,38.00908023479159
212060.43,547866.59,127.13806344336783,37.98344641680382
212574.18,548751.89,127.14392667924163,37.99141533701689
212524.16,549305.1,127.14336685495641,37.9964000042016
211334.5071,549063.1759,127.12981930280347,37.99423601343956
211451.18,550546.96,127.13117107094948,38.00760225481323
212308.27,548760.15,127.14089973931695,37.99149337864854
210715.58,548938.37,127.12277140170757,37.99311908516273
212988.26,550026.52,127.14866344178394,38.00289292289739
211350.15,550262.85,127.13001624026315,38.00504391761735
212011.25,550350.28,127.137544956119,38.005823126509206
215570.31,549770.18,127.17805613061498,38.000543060817485
212645.6747,548673.4271,127.1447391902869,37.99070746070073
215383.9253,551276.4274,127.17596624126095,38.01411625736697
210903.0527,548182.5515,127.12489421224846,37.986307536396154
211863.953,547719.7822,127.13582460893778,37.982126367596784
